spend,date,supplier,region,relatedBOM_name,quantity,spend_type,franchise,material_category,subcategory,warehouse
24850.78,2023-11-12,E,New Zealand,beyond,75,Direct,usually,prevent,character,"1370 Jesse Valley Suite 004 Laurashire, NV 87666"
74032.32,2022-07-27,B,Lebanon,bring,34,Capital,adult,protect,effort,"259 Anthony Shoal Harveyside, WV 22280"
94244.09,2020-08-10,A,Montserrat,base,24,Direct,both,agent,scene,"1491 Little Row Apt. 692 West Denisestad, VA 35322"
45798.04,2023-12-14,A,Ethiopia,lay,96,Indirect,pay,leader,much,"99459 Brown Overpass Brownborough, OR 23517"
4077.78,2023-08-20,D,Isle of Man,thus,95,Direct,so,tax,decision,"4665 Suzanne Ports Apt. 256 North Abigailfort, MO 33101"
27352.13,2023-12-09,B,Reunion,box,94,Indirect,administration,water,event,USNV Kemp FPO AE 72323
22130.04,2023-09-30,A,Myanmar,house,16,Indirect,also,social,right,"6581 Hicks Mall Apt. 906 North Johnhaven, SD 93288"
58161.71,2023-10-25,A,Bahamas,include,26,Capital,buy,back,research,"9398 Vincent Junction South Jesseland, KS 51384"
98484.82,2020-11-19,D,China,him,67,Capital,unit,call,age,Unit 2344 Box 5822 DPO AA 76062
63326.30,2022-05-27,D,Russian Federation,president,76,Indirect,run,kid,arm,"9367 Young Ville Nancybury, AL 63678"
95083.27,2023-05-29,D,North Macedonia,church,76,Indirect,commercial,well,rule,"078 Davis Loop Apt. 914 Tracyberg, TX 99944"
41174.78,2023-05-18,E,Gibraltar,behind,69,Indirect,want,direction,control,"05903 Rogers Avenue Apt. 927 West David, SD 91356"
75210.93,2021-08-15,E,Guinea,hear,86,Direct,both,from,sea,"58151 Newman Port Port Margaretchester, OR 55397"
72665.99,2022-11-16,B,Svalbard & Jan Mayen Islands,expect,4,Direct,company,deal,suddenly,Unit 2770 Box 8193 DPO AP 96296
49423.95,2022-04-07,C,Malaysia,top,59,Capital,blood,foreign,peace,"759 Arnold Heights Apt. 729 Mooreside, OK 16431"
44475.53,2023-12-09,D,Cocos (Keeling) Islands,teacher,84,Indirect,drug,bed,your,"396 Simmons Rapids Smithchester, MO 12822"
83774.76,2021-10-18,A,Lebanon,teach,59,Indirect,thing,American,research,"255 David Road Nicholasmouth, WI 31050"
42611.53,2021-02-28,C,Honduras,foot,8,Direct,way,stage,magazine,"5289 Daniel Fall Apt. 341 Lovemouth, OK 03216"
47940.46,2022-01-28,A,Korea,kid,86,Direct,eight,four,inside,"394 Chelsea Heights Suite 677 Alvinmouth, ID 57242"
55238.00,2023-10-13,D,Cape Verde,nature,27,Indirect,range,wall,national,"74704 Nichols Fall South Jeremy, AZ 53318"
83768.59,2023-02-21,A,Guatemala,point,40,Capital,attack,black,question,"24066 Mcintosh Locks Apt. 264 North Tina, NM 62741"
38840.05,2020-12-20,A,Russian Federation,teacher,58,Direct,between,away,interest,Unit 9476 Box 7436 DPO AA 46372
45393.68,2020-02-18,B,Zambia,bed,31,Direct,guy,require,card,"049 Alexandra Squares Apt. 767 New Andrea, PA 73053"
88292.59,2021-04-11,E,Liechtenstein,specific,45,Direct,far,forward,do,USNV Johnson FPO AP 92488
43468.74,2022-04-09,A,Philippines,community,30,Direct,probably,usually,do,"770 Lauren Lodge Dunlapfurt, GU 26303"
64914.30,2021-10-18,D,Northern Mariana Islands,on,95,Capital,black,economy,question,"22536 Todd Plains Suite 778 West Davidhaven, WV 39613"
21578.71,2022-05-18,B,Mauritania,western,64,Direct,factor,thus,only,"903 Andrea Summit Apt. 225 New Laurie, NJ 45608"
73132.21,2022-11-10,D,Saint Lucia,black,97,Capital,nature,animal,position,"65576 Colon Points North Kyle, UT 14829"
46344.34,2020-07-16,E,Pakistan,current,15,Indirect,chance,product,modern,"6784 Johnson Stravenue Apt. 696 South Brandibury, SD 96608"
83610.01,2022-08-12,A,Norway,then,50,Capital,standard,west,house,"070 Kimberly Ridges Riceberg, GU 20313"
71816.43,2023-06-11,E,Guernsey,enjoy,66,Indirect,seek,machine,toward,"5239 Cummings Plains Susanberg, DE 40126"
20168.97,2020-02-28,C,Netherlands,oil,58,Capital,contain,decade,paper,"091 Campos Corner Debramouth, WY 79259"
53378.23,2022-12-05,B,Saint Vincent and the Grenadines,type,44,Indirect,may,manage,edge,"724 Barber Alley Suite 341 Joneschester, OH 84524"
79486.58,2023-06-23,E,Slovenia,fly,25,Indirect,affect,measure,technology,"52041 Kathleen Ways Apt. 807 Lake Emilyport, MA 75260"
15229.81,2021-06-06,B,Swaziland,clear,24,Direct,successful,dream,something,"1832 Jason Fork Suite 378 Matthewmouth, MD 04421"
71125.04,2021-04-24,C,Guernsey,security,81,Direct,different,would,record,Unit 4471 Box 2049 DPO AE 62533
47378.35,2022-03-16,C,Madagascar,notice,8,Capital,and,door,sign,"349 Kelly Glens New Chris, WY 32217"
99184.24,2023-02-02,B,Anguilla,ground,92,Direct,civil,establish,partner,"001 Jackson River Apt. 940 Williammouth, MH 87356"
88478.21,2023-01-22,E,Hong Kong,short,5,Indirect,month,situation,themselves,"01643 Michele Field Apt. 606 New Brandi, WY 63333"
53139.74,2021-07-01,D,Montenegro,such,85,Capital,kid,carry,rest,"556 Clinton Expressway New Vincentport, FM 72767"
81247.45,2023-08-01,B,Saint Helena,serious,10,Direct,represent,attorney,security,"216 Williamson Cove Suite 385 Melissastad, IA 70897"
22740.88,2020-03-19,B,Guam,social,35,Direct,before,area,attack,"41620 Daniel Mountains East Nicholas, OK 92534"
514.85,2020-08-20,D,Netherlands,short,58,Direct,by,herself,sound,"670 Molina Springs Apt. 120 North Erik, FL 29266"
31850.86,2020-10-29,A,Tunisia,pressure,86,Indirect,room,son,thing,"54255 Alison Plaza New Kendraton, WA 82268"
53733.23,2021-10-03,D,Slovenia,tough,34,Direct,write,about,employee,"020 Rhodes Gardens New Brent, WY 32042"
91339.28,2023-02-08,E,Bouvet Island (Bouvetoya),rather,61,Indirect,shake,number,teach,"337 Jennifer Brooks Suite 799 Lestad, MP 38658"
93241.66,2020-03-26,E,India,position,41,Indirect,hot,candidate,situation,"827 Amanda Stravenue Apt. 596 Francischester, CT 62300"
34727.87,2023-04-20,C,Solomon Islands,call,51,Capital,help,big,thought,"PSC 9127, Box 6276 APO AA 08452"
90164.06,2020-09-06,B,Palestinian Territory,bag,66,Direct,century,kitchen,ok,"394 Lauren Common Phambury, DC 32877"
1891.05,2023-08-25,E,Micronesia,security,18,Capital,structure,box,magazine,"6222 Michelle Locks Apt. 948 Port Christine, AR 11595"
79207.47,2022-03-16,B,Trinidad and Tobago,at,42,Indirect,edge,lead,sell,"PSC 7933, Box 8594 APO AE 57376"
16502.15,2022-10-29,E,Guernsey,seek,74,Capital,move,culture,hot,"79152 Tammy Avenue Suite 543 North Carl, GU 51025"
81978.97,2022-03-23,B,Mauritania,culture,86,Indirect,receive,world,brother,"4744 Steven Streets Port Rachel, PA 65815"
1928.48,2020-10-29,A,New Zealand,stop,3,Direct,rate,operation,there,"9246 Sara Mission Suite 194 West Tina, MD 25549"
88601.67,2021-07-23,C,Hungary,someone,40,Capital,best,into,let,"08564 Nichols Drive New Ashley, CO 66847"
92763.69,2020-07-17,D,Suriname,guy,99,Indirect,him,do,race,"0849 Watkins Canyon Hudsonton, NM 04024"
78498.01,2020-04-21,E,Denmark,nation,15,Capital,game,although,own,"34388 Billy Passage Suite 917 Dianashire, AS 09208"
14415.25,2021-09-17,D,Bosnia and Herzegovina,current,15,Indirect,begin,table,upon,"8191 Zachary Drive Suite 971 Allentown, HI 93198"
34438.32,2021-08-02,D,Jordan,still,70,Direct,there,black,military,"5229 Brooke Plaza South Danny, AK 33491"
9487.11,2021-02-27,C,Saint Vincent and the Grenadines,bag,93,Capital,ok,blue,road,"957 Jamie Valleys Apt. 250 South Shariberg, TX 46443"
18825.49,2020-10-05,A,Saint Pierre and Miquelon,quite,44,Indirect,system,go,us,"20384 Martinez Passage Anthonyton, OR 25074"
63897.31,2023-10-28,E,Nicaragua,land,50,Capital,building,stay,gas,"2452 Bailey Parks Apt. 161 Davilaburgh, KY 30203"
36089.17,2022-01-12,C,Dominica,part,10,Capital,station,special,themselves,"507 Price Avenue Apt. 236 Waltersport, NH 08355"
80927.93,2022-11-06,A,Turkey,nature,57,Indirect,institution,forward,law,Unit 3665 Box 2683 DPO AA 22908
20504.42,2020-01-27,A,Israel,base,24,Capital,mention,matter,decision,"51557 Mclean Lane Apt. 632 Smithbury, MN 62509"
42321.07,2020-10-27,E,Albania,response,71,Capital,trade,case,front,"616 Elizabeth Trafficway Jeffersonside, AL 90994"
83450.85,2023-06-04,B,Swaziland,customer,87,Direct,only,follow,husband,"813 Andrea Garden Suite 500 West Daniel, CO 39506"
58365.20,2022-06-22,E,United Arab Emirates,heart,36,Direct,everyone,this,teacher,"3999 Brown Ports Apt. 805 South Barbaraberg, AL 99695"
33767.95,2021-05-26,B,Bolivia,off,54,Direct,method,notice,focus,"95622 Allison Spring Apt. 272 Lake Morgan, MH 08571"
88432.34,2023-04-18,B,Faroe Islands,drop,65,Indirect,difference,office,although,"5546 Kevin Junctions Reedberg, VT 76750"
21918.18,2023-04-25,D,Guinea,concern,3,Indirect,note,along,chance,"5302 Morgan Ridge Jessicashire, MA 85791"
37253.74,2024-01-01,E,Bahamas,response,74,Indirect,participant,attack,standard,"5182 Knight Trail Suite 500 Rubenside, MO 59669"
86284.63,2022-05-07,B,Sri Lanka,little,84,Direct,glass,firm,energy,"726 Wanda Meadows Suite 519 Aaronton, DE 79513"
33453.07,2023-03-24,E,United States Virgin Islands,attorney,77,Capital,perform,employee,dinner,"PSC 5038, Box 2643 APO AA 62462"
72681.73,2022-03-03,D,Mozambique,raise,45,Indirect,himself,film,minute,Unit 1135 Box 5515 DPO AE 16989
96371.63,2021-01-05,A,Barbados,change,99,Direct,of,character,half,"607 Hicks Parks Suite 592 Owensshire, FL 02617"
4561.44,2021-03-10,A,Bosnia and Herzegovina,boy,38,Capital,magazine,cause,bag,"5763 Victoria Walk Apt. 663 Castilloport, VT 31313"
33828.28,2021-09-04,B,Grenada,water,71,Indirect,skin,much,team,Unit 1496 Box 0979 DPO AE 81672
90542.97,2021-05-23,D,United States Minor Outlying Islands,upon,16,Indirect,exist,those,shoulder,"96221 Cox Keys Williamsfurt, IA 36427"
48673.28,2021-01-19,C,Libyan Arab Jamahiriya,sometimes,74,Indirect,stage,my,interesting,"243 Weber Shore Suite 298 Martinside, RI 86421"
58052.27,2021-04-16,E,Belgium,agent,21,Direct,computer,speak,leave,"125 Lauren Camp East Julie, TX 11793"
35937.82,2020-12-30,D,Marshall Islands,mention,32,Capital,wide,deal,family,"675 John Pass Yangmouth, AK 89479"
35466.88,2023-11-03,A,Libyan Arab Jamahiriya,dinner,92,Indirect,popular,buy,expert,"PSC 8467, Box 9209 APO AA 54688"
36588.22,2021-04-11,A,Guernsey,scene,89,Direct,against,determine,we,"59459 Crosby Lane Kevinshire, CA 35503"
16046.36,2020-11-29,A,Netherlands Antilles,drug,27,Direct,central,daughter,place,"889 Samuel Squares Port Kendra, TN 18566"
50133.07,2022-09-23,E,Antigua and Barbuda,suggest,37,Capital,bar,item,may,"PSC 6176, Box 1883 APO AE 42488"
71542.40,2022-01-05,B,Micronesia,tonight,71,Indirect,little,partner,government,"079 Roberts Cove West Rebekah, WA 78204"
29292.11,2020-12-09,D,Central African Republic,particular,93,Direct,report,site,economy,"667 Ellis Brook Apt. 953 Martinchester, LA 95220"
26128.40,2023-06-22,C,Sierra Leone,account,49,Direct,mention,do,style,"0103 Hernandez Rapid Kellyborough, UT 27778"
2304.54,2023-01-09,A,Zimbabwe,office,38,Capital,yet,career,assume,"441 Anderson Cape Greenmouth, PA 29962"
9805.17,2020-07-24,E,Anguilla,night,72,Capital,guy,have,account,"122 Phillips Ports Apt. 513 South Shawnview, FL 46979"
52391.63,2020-12-07,C,Afghanistan,son,69,Indirect,middle,drive,sea,"920 Karen Overpass Apt. 757 Whitneyport, MT 13728"
62790.49,2020-02-02,A,Guyana,large,31,Direct,even,machine,body,"68878 Evans View Beardshire, AR 33334"
32351.94,2022-07-05,B,French Southern Territories,even,16,Direct,floor,world,free,"5293 Rios Orchard Suite 486 Masonburgh, CO 97458"
95035.53,2020-04-10,D,Central African Republic,note,60,Indirect,season,most,per,"83860 Jason Turnpike South Mary, TN 36308"
64250.79,2022-11-11,B,Liechtenstein,smile,78,Capital,last,rock,five,"67763 Megan Lake Pearsonton, MS 94919"
69582.15,2021-10-28,D,Italy,material,74,Capital,capital,step,list,"61714 Fry Shore Apt. 391 Jeremiahside, LA 68589"
78802.90,2023-03-24,C,Montenegro,woman,33,Indirect,city,truth,something,"89999 Monique Corner Suite 798 Gregorytown, MN 52998"
92344.53,2022-06-08,D,Cayman Islands,require,19,Direct,force,guess,as,"332 Smith Tunnel East Matthewstad, WA 16212"
18051.49,2022-06-12,B,Cambodia,large,56,Direct,sure,guess,peace,"957 Harris Mountain Hernandezbury, ME 56166"
52814.47,2021-09-15,D,American Samoa,beautiful,94,Indirect,work,bit,at,USNV Johnson FPO AA 43335
49588.69,2023-12-11,E,United Arab Emirates,yes,97,Direct,bank,film,draw,"057 Cooke Station Ortizshire, HI 97223"
6402.28,2023-09-16,B,Solomon Islands,language,11,Capital,sometimes,paper,American,"147 Theresa Grove East Kathleen, TN 02771"
85873.29,2023-06-05,C,Slovenia,vote,27,Indirect,civil,bit,whose,"878 Adam Causeway Apt. 031 East Jeffrey, WV 04041"
5518.55,2022-07-20,A,Nepal,leave,54,Direct,statement,form,whether,"6672 Jacob Mountains Suite 400 North Nicholasmouth, OR 19061"
62413.11,2022-07-31,A,Saint Barthelemy,would,55,Direct,suffer,without,under,"74194 Kimberly Locks Apt. 015 Hendersonfort, KY 99495"
32208.02,2023-10-16,B,Malta,important,73,Indirect,coach,enjoy,deal,"175 Thomas Lodge West Lance, IL 25228"
60853.98,2020-06-24,E,Oman,much,22,Capital,manage,across,quality,"8236 Amy Loop Port Ryanburgh, ME 93967"
10994.30,2023-10-27,A,San Marino,pick,64,Indirect,together,structure,anyone,"0642 Brandon Fork New Alan, IN 15873"
26727.37,2022-12-10,D,Saint Vincent and the Grenadines,picture,31,Indirect,condition,road,suffer,"89766 Haley Gateway South Justinstad, MP 44664"
2139.84,2023-12-14,C,Pakistan,election,66,Capital,while,yard,hold,"960 West Locks Lake Traci, VT 18608"
64096.23,2023-04-21,E,Egypt,system,30,Indirect,child,my,policy,"2217 Jeffrey Shoals Apt. 244 Guerreroshire, CO 97901"
37719.33,2021-04-11,C,Croatia,laugh,79,Direct,military,create,then,"6925 Brandt Summit West Robert, NV 20152"
49488.52,2023-02-13,B,Belgium,I,91,Indirect,back,interest,well,"8394 Timothy Ports Suite 402 Derrickchester, CA 99603"
79335.64,2021-12-12,A,North Macedonia,practice,85,Capital,this,best,simple,"4368 Tonya Summit Apt. 135 West Lorihaven, IA 87862"
71514.53,2021-12-04,C,Antarctica (the territory South of 60 deg S),while,30,Direct,break,indicate,low,"523 Kevin Island Longmouth, ND 57884"
17629.56,2023-05-31,D,Congo,exist,92,Direct,listen,record,military,"7337 Hatfield Avenue Suite 860 Alyssamouth, NE 36820"
91274.24,2023-06-11,E,Albania,increase,35,Direct,trip,where,religious,"53416 Alexandria Fall Apt. 537 New Shanemouth, OK 08443"
91496.39,2022-06-19,D,Vietnam,their,83,Indirect,finally,respond,choice,"5507 Johnson Mission Suite 613 West Candacebury, CA 38405"
77460.21,2021-07-13,C,Yemen,plan,51,Direct,likely,move,into,"8070 Angela Cape Suite 186 East Erikland, ID 60245"
91329.03,2023-01-06,B,Western Sahara,nothing,93,Direct,moment,mind,teach,"230 Rodriguez Trafficway North Jessica, AR 37441"
68011.01,2022-05-25,D,Lesotho,blue,25,Capital,left,high,different,"21167 Lisa Row Christianview, RI 92008"
12210.34,2023-01-26,E,Central African Republic,trip,1,Direct,prove,old,ten,"62451 Christine Points Lake Amanda, NE 65266"
28073.64,2021-05-31,E,Mayotte,determine,83,Indirect,here,form,with,"132 Cooper Road Apt. 450 Pattersonfurt, SC 56795"
88102.22,2020-04-16,C,Ukraine,keep,62,Indirect,would,family,popular,"7048 Garcia Dam Suite 841 Johnsonton, HI 07059"
69620.55,2023-05-12,D,Swaziland,simple,62,Indirect,where,build,travel,"0417 Mcintosh Fields South Aaron, NJ 18134"
656.61,2020-08-12,E,Bahrain,against,30,Indirect,statement,age,score,"9857 Schmidt Highway Suite 380 Johnsonshire, MI 01154"
66706.46,2022-01-25,B,Haiti,role,19,Direct,anyone,allow,style,"23445 Diaz Lakes Suite 042 Andersenville, FM 40690"
58334.92,2020-04-16,B,Nepal,church,87,Indirect,trial,world,laugh,"2422 Riggs Station Suite 559 Justinton, VT 93918"
47808.36,2021-03-08,A,El Salvador,national,8,Indirect,drive,radio,interesting,"79302 Brandon Meadow Suite 540 Frankfurt, SD 33123"
42213.80,2022-10-04,C,Cayman Islands,run,78,Direct,fire,science,high,"673 Burgess Flats Heatherview, MT 07373"
16863.79,2023-03-17,D,Cambodia,include,51,Indirect,central,low,church,"6806 Taylor Dale New Christine, AK 39669"
43280.28,2020-09-29,B,Chad,common,95,Direct,position,role,dinner,"43876 Stevens Orchard Josephberg, MP 82810"
15361.20,2021-04-16,A,India,big,11,Indirect,boy,win,southern,Unit 8044 Box 9839 DPO AA 65278
64379.49,2020-05-15,B,French Guiana,out,2,Direct,certain,worry,anyone,"10611 Martin Ports Apt. 750 Davidberg, GU 45866"
87871.05,2020-03-16,E,Norfolk Island,six,37,Direct,structure,from,travel,"775 Clark Curve Suite 911 Christensenville, AK 11761"
61522.15,2022-01-30,B,Netherlands Antilles,buy,29,Capital,blue,political,they,"19975 Glenn Neck Lake Brianborough, MO 69226"
49336.72,2021-11-12,A,Vanuatu,president,70,Direct,turn,eight,entire,"402 Erin Street Suite 981 Walkerberg, MO 35193"
75381.04,2021-09-10,A,Vietnam,any,98,Direct,reason,very,interesting,"22733 Grant Summit Port Jorge, AS 94081"
90435.65,2020-10-08,D,Norway,town,6,Direct,reduce,practice,single,"329 Cody Ways Beverlyton, LA 47712"
16325.27,2022-12-08,D,Jersey,because,90,Capital,policy,fill,why,"PSC 6672, Box 3286 APO AE 14048"
64480.13,2023-04-25,A,Brunei Darussalam,matter,84,Capital,something,alone,decade,Unit 3534 Box 1039 DPO AE 98200
34602.58,2022-01-28,C,Montserrat,other,56,Direct,executive,his,eight,"396 Patel Mall North Kevin, IN 70992"
76147.99,2023-09-08,E,Swaziland,rise,28,Direct,by,PM,full,"2519 Campbell Shore South Josephberg, KS 74811"
41807.50,2020-06-09,E,Guyana,down,25,Capital,opportunity,kitchen,personal,"8243 Marcus Ferry Suite 834 Medinamouth, KS 22956"
21133.53,2023-10-20,A,Qatar,game,78,Direct,ago,response,continue,"517 Jillian Square Lewisport, MD 72463"
68237.62,2021-08-31,D,Tokelau,threat,69,Capital,thus,if,around,"794 Linda Mall Donnaland, VA 14421"
3975.09,2023-01-15,A,Belarus,whose,22,Indirect,federal,investment,alone,"48371 Christopher Light Suite 587 Danielfort, WA 88635"
25580.08,2023-07-13,C,Ecuador,protect,3,Direct,night,item,board,"13398 Tucker Isle Smithberg, AS 11548"
73376.51,2020-12-12,E,Seychelles,eat,33,Direct,everybody,shoulder,skin,"8997 Carl Roads Suite 553 Hammondmouth, MD 34316"
28668.52,2021-02-28,C,Bermuda,night,54,Indirect,effect,key,white,"30625 Alexandra Streets Apt. 344 West Mercedes, MH 18470"
74080.46,2020-05-09,A,Cayman Islands,must,3,Indirect,cold,range,enough,"117 Jason Harbors East Elizabeth, GU 38661"
9765.65,2020-06-19,C,Papua New Guinea,trial,87,Indirect,avoid,end,whether,"5565 Fox Row East Jennifermouth, OK 27233"
51531.32,2020-07-25,E,Australia,position,24,Indirect,ever,language,walk,"05059 Brooke Unions Victoriabury, WY 39455"
22175.14,2020-12-03,A,Bahamas,talk,46,Indirect,garden,administration,voice,"12027 Nicholas Meadows Gentrychester, MI 11418"
4014.53,2020-01-21,D,Saint Pierre and Miquelon,action,27,Indirect,anything,owner,product,"00719 Sonia Spur Lawrencehaven, DC 80643"
79633.99,2023-06-29,D,Saint Helena,whatever,64,Capital,special,ability,teacher,"0880 William Lodge Suite 222 Michaelburgh, TX 44589"
33539.25,2020-12-04,B,Jamaica,have,5,Capital,create,within,same,USS Rivera FPO AA 56392
37642.92,2022-06-12,B,Estonia,girl,83,Indirect,step,economic,across,"977 Zimmerman Fall New Jennifermouth, NE 88787"
86146.13,2022-02-10,C,Eritrea,account,80,Direct,respond,ready,according,"619 Davis Glen Apt. 926 North Charles, ME 79867"
81493.34,2022-06-11,A,Jersey,participant,14,Capital,everything,health,work,"5636 Liu Lock Lake Amandaborough, IA 36255"
15960.17,2023-07-21,B,Trinidad and Tobago,even,1,Capital,peace,federal,wonder,"37984 Murphy Courts Apt. 807 East Amber, AL 13477"
73476.41,2023-12-18,E,Mali,chance,30,Direct,skin,do,media,"45165 Martha Spur Suite 040 East Brian, RI 86420"
82793.86,2023-07-15,E,Syrian Arab Republic,town,30,Direct,list,any,my,"659 Michelle Freeway Apt. 726 West Pamelamouth, NM 83635"
75643.92,2020-10-31,A,Lao People's Democratic Republic,rise,52,Indirect,far,letter,reach,"414 Figueroa Well Suite 142 West Jason, MS 46846"
39164.86,2021-04-13,C,Andorra,arm,73,Capital,her,control,serious,"42956 Jason Ranch Lawrenceberg, VA 84621"
44064.56,2021-04-23,E,India,less,37,Indirect,recently,west,rule,"43797 Williams Union Apt. 333 North Jameshaven, IL 97686"
3640.06,2023-12-09,E,Saint Kitts and Nevis,raise,67,Capital,capital,cut,arm,"899 Cynthia Plains Lake Destiny, VI 59664"
29248.25,2023-01-04,B,Turks and Caicos Islands,alone,92,Capital,manage,increase,prevent,"3279 Henry Forest Lewisshire, VI 07531"
5214.88,2021-09-21,D,Cayman Islands,network,4,Capital,century,billion,whatever,"41034 Colleen Park Apt. 074 Billyborough, TN 82591"
89073.48,2023-11-21,D,Bermuda,act,97,Indirect,get,word,head,"0865 Julia Lock Apt. 523 West Colleen, VA 31434"
77113.74,2022-06-03,C,Guernsey,yourself,64,Indirect,treat,difference,happen,"223 Jose Ports Apt. 638 Kimberlymouth, PW 74336"
61896.09,2021-03-27,B,Norway,without,5,Capital,last,assume,herself,"9069 Simpson Parks Apt. 152 Petertown, MA 06237"
34335.90,2022-05-03,B,Lao People's Democratic Republic,person,47,Indirect,lead,approach,work,"1131 Martinez Tunnel West Jessica, NJ 40214"
2104.95,2023-01-04,B,Lithuania,happy,15,Direct,more,herself,computer,"0109 Richardson Throughway West Dennisborough, HI 69104"
6216.54,2020-03-23,C,Eritrea,respond,80,Capital,near,degree,serve,"81727 Johnson Lakes Suite 013 Kelliton, AZ 39260"
90208.89,2023-10-31,D,Anguilla,check,63,Direct,method,policy,husband,"0601 Gay Ports Apt. 193 Lisachester, NE 18703"
36026.53,2020-11-16,A,Fiji,over,22,Direct,really,because,spring,"3639 Lance Locks Andreview, TN 34302"
59814.76,2023-07-18,D,Sudan,military,85,Direct,ago,visit,but,"43636 Ramirez Rue West Brittanyshire, MS 78295"
92052.57,2023-09-23,D,Armenia,door,54,Direct,we,this,develop,"430 Alice Rest Greenfort, FL 04578"
50065.19,2022-12-18,C,Hong Kong,party,49,Direct,gas,improve,area,"53901 Cunningham Park North Whitney, MA 19546"
64263.14,2022-05-08,B,Venezuela,around,87,Indirect,hit,several,democratic,"02014 Kayla Ranch Suite 444 New Whitney, IN 74756"
68422.68,2022-03-11,A,Greenland,whose,16,Capital,each,dream,speak,"53249 Jessica Drive Rebeccastad, MN 93513"
19819.23,2020-10-05,E,Qatar,each,15,Capital,affect,institution,total,"429 Craig Village Apt. 019 New Destinychester, OR 87994"
6453.43,2020-01-05,B,Mexico,teach,87,Direct,sign,really,girl,"7326 Katherine Lake Whitneychester, KS 14145"
81902.47,2021-01-02,B,Aruba,knowledge,74,Indirect,four,base,hope,"47626 Richard Squares Suite 398 West Anthony, RI 40856"
49631.29,2021-11-10,B,Nepal,gas,30,Indirect,should,young,blue,"47358 White Loop North Amytown, AK 48261"
35925.73,2023-04-29,E,Mongolia,continue,25,Direct,treatment,bad,compare,"64713 Brianna Turnpike Apt. 606 Lake Derek, LA 37351"
96077.10,2020-01-06,B,Wallis and Futuna,once,88,Direct,company,large,past,"68521 John Ports Heatherburgh, DE 50590"
32152.46,2021-12-08,C,Canada,model,50,Direct,those,watch,democratic,"10674 Ramirez Lane Apt. 065 Port Joshua, WA 86542"
18700.77,2020-04-27,D,Tuvalu,strategy,75,Capital,quickly,throughout,have,"41481 Austin Inlet Suite 138 Dennisburgh, VA 10322"
29871.22,2023-03-17,D,Burkina Faso,almost,40,Direct,opportunity,off,believe,"94210 Owens Drives Rodriguezside, PA 99022"
3659.93,2023-07-22,B,Liechtenstein,cultural,24,Indirect,team,cultural,material,"40266 Belinda Plains Suite 300 Christinabury, SC 56572"
29987.21,2020-01-23,E,Mongolia,public,2,Indirect,rock,decade,one,"436 Wayne Stream Sydneyshire, IA 41273"
99658.27,2022-04-10,D,Zimbabwe,own,71,Indirect,chair,worker,whether,USNV Cummings FPO AA 80280
11963.94,2022-09-29,B,Zambia,student,9,Direct,strategy,full,believe,"643 Michelle Estate Apt. 274 Port Kevin, GA 45382"
62753.72,2023-07-05,E,Belgium,board,54,Capital,service,left,help,Unit 0353 Box 4910 DPO AA 93478
51960.11,2022-11-28,E,Belarus,enter,95,Capital,another,price,nation,"1231 Cameron Highway Suite 377 Lake Steven, DE 14605"
23189.92,2023-03-10,B,South Georgia and the South Sandwich Islands,edge,65,Indirect,sit,push,about,"42077 Wilcox Square Sallybury, RI 17709"
16299.68,2021-09-26,A,Burkina Faso,degree,79,Capital,themselves,call,leg,"7379 Adams Locks Suite 425 East Heidimouth, SD 91085"
75790.96,2023-12-19,C,Paraguay,interview,82,Capital,treat,he,amount,"376 James Roads Apt. 677 East Mark, WV 73942"
21552.68,2022-11-09,C,Singapore,above,78,Capital,identify,hair,resource,"18142 Thomas Mountains Apt. 919 Owenmouth, MH 25819"
16387.85,2021-09-12,B,Niue,sell,90,Indirect,air,understand,relate,USNS Alexander FPO AE 25657
98747.11,2023-06-19,E,Togo,girl,24,Direct,various,American,mention,"689 Fry Branch New Debbie, UT 35611"
35093.09,2022-11-15,B,Rwanda,pull,20,Direct,interest,race,military,"2325 Laura Trace Apt. 272 Stevenborough, MH 82416"
58118.15,2022-04-03,B,Montenegro,wonder,18,Capital,church,sometimes,religious,"62033 Turner Point Suite 714 Port Bethburgh, WA 30811"
8613.00,2023-12-01,D,Turks and Caicos Islands,country,59,Indirect,line,study,five,"18833 Harris Prairie Apt. 398 Bryantfort, NV 40434"
47345.63,2021-07-31,E,Sudan,camera,45,Indirect,man,contain,interest,"482 John Spur Suite 392 Summersside, NY 45598"
62036.99,2021-03-18,C,Guatemala,baby,70,Indirect,share,when,someone,"274 Jeffrey Manor Suite 697 Richardview, OK 87483"
16620.88,2021-05-10,B,Nauru,cultural,85,Capital,article,general,offer,"0112 Brandon Port Apt. 948 Kendrafurt, MA 86733"
16090.89,2023-06-30,E,Gibraltar,despite,55,Indirect,have,hair,institution,"70135 Taylor Cove Suite 846 Mirandamouth, SC 21919"
96380.81,2020-03-31,C,Azerbaijan,fall,96,Direct,production,nature,mention,"63037 Hughes Fork East Brenda, WY 22229"
99.56,2022-07-16,C,Japan,newspaper,64,Capital,film,just,together,"8735 Gregory Fall Dawsonburgh, PW 73424"
2448.89,2020-03-14,A,Algeria,under,24,Direct,father,deep,theory,"717 Lewis Plaza West Sherry, NH 15877"
19403.43,2020-04-16,C,Lithuania,late,78,Indirect,speech,wrong,field,"3472 Kimberly Lodge Suite 803 Davidfurt, LA 52784"
